return_item_id,return_id,order_item_id,quantity,action,exchange_variant_id,unit_refund_amount
1362,968,68043,6.0,exchange,934.0,0.0
1363,969,112994,3.0,refund,,420.07
1364,970,39666,5.0,refund,,2369.19
1365,970,39665,8.0,refund,,487.86
1366,971,133034,3.0,exchange,696.0,0.0
1367,972,108779,7.0,exchange,290.0,0.0
1368,973,13692,1.0,refund,,178.58
1369,973,13689,3.0,refund,,2538.86
1370,974,128162,3.0,refund,,3990.65
1371,974,128160,3.0,refund,,103.11
1372,975,63634,3.0,exchange,517.0,0.0
1373,975,63635,1.0,refund,,2546.56
1374,976,131646,5.0,refund,,1517.55
1375,976,131644,9.0,exchange,210.0,0.0
1376,977,78768,10.0,refund,,1676.19
1377,978,136780,1.0,refund,,3516.69
1378,979,36969,1.0,refund,,2535.8
1379,980,82218,1.0,refund,,3084.28
1380,980,82217,4.0,exchange,916.0,0.0
1381,981,34094,1.0,refund,,406.78
1382,982,17430,2.0,exchange,174.0,0.0
1383,982,17432,4.0,refund,,2409.28
1384,983,49603,4.0,refund,,2495.73
1385,983,49602,2.0,refund,,798.36
1386,984,129715,2.0,refund,,642.52
1387,985,72844,1.0,refund,,1970.92
1388,986,60439,1.0,refund,,1178.62
1389,986,60440,3.0,exchange,16.0,0.0
1390,987,59802,2.0,refund,,1310.13
1391,988,52964,3.0,refund,,2219.2
1392,989,131524,2.0,refund,,677.01
1393,989,131526,2.0,exchange,606.0,0.0
1394,990,73982,1.0,refund,,3751.57
1395,990,73980,2.0,exchange,894.0,0.0
1396,991,22392,5.0,refund,,544.34
1397,991,22391,1.0,refund,,103.11
1398,992,137043,1.0,refund,,643.62
1399,993,69211,6.0,refund,,387.96
1400,994,119152,2.0,refund,,2527.1
1401,995,1052,1.0,exchange,483.0,0.0
1402,995,1051,3.0,refund,,1605.18
1404,997,149632,7.0,refund,,2540.41
1405,997,149631,5.0,refund,,3486.24
1406,998,139596,1.0,exchange,786.0,0.0
1407,999,50046,7.0,refund,,293.35
1408,999,50047,1.0,refund,,1487.89
1409,1000,3696,1.0,refund,,1711.49
