date,date_key,year,day_of_year,day_of_month,iso_day_of_week,day_name_pt,week_of_year,month,year_month,month_name,quarter,quarter_name,semester,trimestre,is_weekend
2023-09-22,20230922,2023,265,22,5,sexta-feira,38,9,2023-09,Setembro,3,Q3,2,T3,False
2023-09-23,20230923,2023,266,23,6,sábado,38,9,2023-09,Setembro,3,Q3,2,T3,True
2023-09-24,20230924,2023,267,24,7,domingo,38,9,2023-09,Setembro,3,Q3,2,T3,True
2023-09-25,20230925,2023,268,25,1,segunda-feira,39,9,2023-09,Setembro,3,Q3,2,T3,False
2023-09-26,20230926,2023,269,26,2,terça-feira,39,9,2023-09,Setembro,3,Q3,2,T3,False
2023-09-27,20230927,2023,270,27,3,quarta-feira,39,9,2023-09,Setembro,3,Q3,2,T3,False
2023-09-28,20230928,2023,271,28,4,quinta-feira,39,9,2023-09,Setembro,3,Q3,2,T3,False
2023-09-29,20230929,2023,272,29,5,sexta-feira,39,9,2023-09,Setembro,3,Q3,2,T3,False
2023-09-30,20230930,2023,273,30,6,sábado,39,9,2023-09,Setembro,3,Q3,2,T3,True
2023-10-01,20231001,2023,274,1,7,domingo,39,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-02,20231002,2023,275,2,1,segunda-feira,40,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-03,20231003,2023,276,3,2,terça-feira,40,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-04,20231004,2023,277,4,3,quarta-feira,40,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-05,20231005,2023,278,5,4,quinta-feira,40,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-06,20231006,2023,279,6,5,sexta-feira,40,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-07,20231007,2023,280,7,6,sábado,40,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-08,20231008,2023,281,8,7,domingo,40,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-09,20231009,2023,282,9,1,segunda-feira,41,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-10,20231010,2023,283,10,2,terça-feira,41,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-11,20231011,2023,284,11,3,quarta-feira,41,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-12,20231012,2023,285,12,4,quinta-feira,41,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-13,20231013,2023,286,13,5,sexta-feira,41,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-14,20231014,2023,287,14,6,sábado,41,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-15,20231015,2023,288,15,7,domingo,41,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-16,20231016,2023,289,16,1,segunda-feira,42,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-17,20231017,2023,290,17,2,terça-feira,42,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-18,20231018,2023,291,18,3,quarta-feira,42,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-19,20231019,2023,292,19,4,quinta-feira,42,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-20,20231020,2023,293,20,5,sexta-feira,42,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-21,20231021,2023,294,21,6,sábado,42,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-22,20231022,2023,295,22,7,domingo,42,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-23,20231023,2023,296,23,1,segunda-feira,43,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-24,20231024,2023,297,24,2,terça-feira,43,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-25,20231025,2023,298,25,3,quarta-feira,43,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-26,20231026,2023,299,26,4,quinta-feira,43,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-27,20231027,2023,300,27,5,sexta-feira,43,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-28,20231028,2023,301,28,6,sábado,43,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-29,20231029,2023,302,29,7,domingo,43,10,2023-10,Outubro,4,Q4,2,T4,True
2023-10-30,20231030,2023,303,30,1,segunda-feira,44,10,2023-10,Outubro,4,Q4,2,T4,False
2023-10-31,20231031,2023,304,31,2,terça-feira,44,10,2023-10,Outubro,4,Q4,2,T4,False
2023-11-01,20231101,2023,305,1,3,quarta-feira,44,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-02,20231102,2023,306,2,4,quinta-feira,44,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-03,20231103,2023,307,3,5,sexta-feira,44,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-04,20231104,2023,308,4,6,sábado,44,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-05,20231105,2023,309,5,7,domingo,44,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-06,20231106,2023,310,6,1,segunda-feira,45,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-07,20231107,2023,311,7,2,terça-feira,45,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-08,20231108,2023,312,8,3,quarta-feira,45,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-09,20231109,2023,313,9,4,quinta-feira,45,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-10,20231110,2023,314,10,5,sexta-feira,45,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-11,20231111,2023,315,11,6,sábado,45,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-12,20231112,2023,316,12,7,domingo,45,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-13,20231113,2023,317,13,1,segunda-feira,46,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-14,20231114,2023,318,14,2,terça-feira,46,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-15,20231115,2023,319,15,3,quarta-feira,46,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-16,20231116,2023,320,16,4,quinta-feira,46,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-17,20231117,2023,321,17,5,sexta-feira,46,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-18,20231118,2023,322,18,6,sábado,46,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-19,20231119,2023,323,19,7,domingo,46,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-20,20231120,2023,324,20,1,segunda-feira,47,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-21,20231121,2023,325,21,2,terça-feira,47,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-22,20231122,2023,326,22,3,quarta-feira,47,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-23,20231123,2023,327,23,4,quinta-feira,47,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-24,20231124,2023,328,24,5,sexta-feira,47,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-25,20231125,2023,329,25,6,sábado,47,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-26,20231126,2023,330,26,7,domingo,47,11,2023-11,Novembro,4,Q4,2,T4,True
2023-11-27,20231127,2023,331,27,1,segunda-feira,48,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-28,20231128,2023,332,28,2,terça-feira,48,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-29,20231129,2023,333,29,3,quarta-feira,48,11,2023-11,Novembro,4,Q4,2,T4,False
2023-11-30,20231130,2023,334,30,4,quinta-feira,48,11,2023-11,Novembro,4,Q4,2,T4,False
2023-12-01,20231201,2023,335,1,5,sexta-feira,48,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-02,20231202,2023,336,2,6,sábado,48,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-03,20231203,2023,337,3,7,domingo,48,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-04,20231204,2023,338,4,1,segunda-feira,49,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-05,20231205,2023,339,5,2,terça-feira,49,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-06,20231206,2023,340,6,3,quarta-feira,49,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-07,20231207,2023,341,7,4,quinta-feira,49,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-08,20231208,2023,342,8,5,sexta-feira,49,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-09,20231209,2023,343,9,6,sábado,49,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-10,20231210,2023,344,10,7,domingo,49,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-11,20231211,2023,345,11,1,segunda-feira,50,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-12,20231212,2023,346,12,2,terça-feira,50,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-13,20231213,2023,347,13,3,quarta-feira,50,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-14,20231214,2023,348,14,4,quinta-feira,50,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-15,20231215,2023,349,15,5,sexta-feira,50,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-16,20231216,2023,350,16,6,sábado,50,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-17,20231217,2023,351,17,7,domingo,50,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-18,20231218,2023,352,18,1,segunda-feira,51,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-19,20231219,2023,353,19,2,terça-feira,51,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-20,20231220,2023,354,20,3,quarta-feira,51,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-21,20231221,2023,355,21,4,quinta-feira,51,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-22,20231222,2023,356,22,5,sexta-feira,51,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-23,20231223,2023,357,23,6,sábado,51,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-24,20231224,2023,358,24,7,domingo,51,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-25,20231225,2023,359,25,1,segunda-feira,52,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-26,20231226,2023,360,26,2,terça-feira,52,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-27,20231227,2023,361,27,3,quarta-feira,52,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-28,20231228,2023,362,28,4,quinta-feira,52,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-29,20231229,2023,363,29,5,sexta-feira,52,12,2023-12,Dezembro,4,Q4,2,T4,False
2023-12-30,20231230,2023,364,30,6,sábado,52,12,2023-12,Dezembro,4,Q4,2,T4,True
2023-12-31,20231231,2023,365,31,7,domingo,52,12,2023-12,Dezembro,4,Q4,2,T4,True
2024-01-01,20240101,2024,1,1,1,segunda-feira,1,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-02,20240102,2024,2,2,2,terça-feira,1,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-03,20240103,2024,3,3,3,quarta-feira,1,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-04,20240104,2024,4,4,4,quinta-feira,1,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-05,20240105,2024,5,5,5,sexta-feira,1,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-06,20240106,2024,6,6,6,sábado,1,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-07,20240107,2024,7,7,7,domingo,1,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-08,20240108,2024,8,8,1,segunda-feira,2,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-09,20240109,2024,9,9,2,terça-feira,2,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-10,20240110,2024,10,10,3,quarta-feira,2,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-11,20240111,2024,11,11,4,quinta-feira,2,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-12,20240112,2024,12,12,5,sexta-feira,2,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-13,20240113,2024,13,13,6,sábado,2,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-14,20240114,2024,14,14,7,domingo,2,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-15,20240115,2024,15,15,1,segunda-feira,3,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-16,20240116,2024,16,16,2,terça-feira,3,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-17,20240117,2024,17,17,3,quarta-feira,3,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-18,20240118,2024,18,18,4,quinta-feira,3,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-19,20240119,2024,19,19,5,sexta-feira,3,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-20,20240120,2024,20,20,6,sábado,3,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-21,20240121,2024,21,21,7,domingo,3,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-22,20240122,2024,22,22,1,segunda-feira,4,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-23,20240123,2024,23,23,2,terça-feira,4,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-24,20240124,2024,24,24,3,quarta-feira,4,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-25,20240125,2024,25,25,4,quinta-feira,4,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-26,20240126,2024,26,26,5,sexta-feira,4,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-27,20240127,2024,27,27,6,sábado,4,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-28,20240128,2024,28,28,7,domingo,4,1,2024-01,Janeiro,1,Q1,1,T1,True
2024-01-29,20240129,2024,29,29,1,segunda-feira,5,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-30,20240130,2024,30,30,2,terça-feira,5,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-01-31,20240131,2024,31,31,3,quarta-feira,5,1,2024-01,Janeiro,1,Q1,1,T1,False
2024-02-01,20240201,2024,32,1,4,quinta-feira,5,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-02,20240202,2024,33,2,5,sexta-feira,5,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-03,20240203,2024,34,3,6,sábado,5,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-04,20240204,2024,35,4,7,domingo,5,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-05,20240205,2024,36,5,1,segunda-feira,6,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-06,20240206,2024,37,6,2,terça-feira,6,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-07,20240207,2024,38,7,3,quarta-feira,6,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-08,20240208,2024,39,8,4,quinta-feira,6,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-09,20240209,2024,40,9,5,sexta-feira,6,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-10,20240210,2024,41,10,6,sábado,6,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-11,20240211,2024,42,11,7,domingo,6,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-12,20240212,2024,43,12,1,segunda-feira,7,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-13,20240213,2024,44,13,2,terça-feira,7,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-14,20240214,2024,45,14,3,quarta-feira,7,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-15,20240215,2024,46,15,4,quinta-feira,7,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-16,20240216,2024,47,16,5,sexta-feira,7,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-17,20240217,2024,48,17,6,sábado,7,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-18,20240218,2024,49,18,7,domingo,7,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-19,20240219,2024,50,19,1,segunda-feira,8,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-20,20240220,2024,51,20,2,terça-feira,8,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-21,20240221,2024,52,21,3,quarta-feira,8,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-22,20240222,2024,53,22,4,quinta-feira,8,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-23,20240223,2024,54,23,5,sexta-feira,8,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-24,20240224,2024,55,24,6,sábado,8,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-25,20240225,2024,56,25,7,domingo,8,2,2024-02,Fevereiro,1,Q1,1,T1,True
2024-02-26,20240226,2024,57,26,1,segunda-feira,9,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-27,20240227,2024,58,27,2,terça-feira,9,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-28,20240228,2024,59,28,3,quarta-feira,9,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-02-29,20240229,2024,60,29,4,quinta-feira,9,2,2024-02,Fevereiro,1,Q1,1,T1,False
2024-03-01,20240301,2024,61,1,5,sexta-feira,9,3,2024-03,Março,1,Q1,1,T1,False
2024-03-02,20240302,2024,62,2,6,sábado,9,3,2024-03,Março,1,Q1,1,T1,True
2024-03-03,20240303,2024,63,3,7,domingo,9,3,2024-03,Março,1,Q1,1,T1,True
2024-03-04,20240304,2024,64,4,1,segunda-feira,10,3,2024-03,Março,1,Q1,1,T1,False
2024-03-05,20240305,2024,65,5,2,terça-feira,10,3,2024-03,Março,1,Q1,1,T1,False
2024-03-06,20240306,2024,66,6,3,quarta-feira,10,3,2024-03,Março,1,Q1,1,T1,False
2024-03-07,20240307,2024,67,7,4,quinta-feira,10,3,2024-03,Março,1,Q1,1,T1,False
2024-03-08,20240308,2024,68,8,5,sexta-feira,10,3,2024-03,Março,1,Q1,1,T1,False
2024-03-09,20240309,2024,69,9,6,sábado,10,3,2024-03,Março,1,Q1,1,T1,True
2024-03-10,20240310,2024,70,10,7,domingo,10,3,2024-03,Março,1,Q1,1,T1,True
2024-03-11,20240311,2024,71,11,1,segunda-feira,11,3,2024-03,Março,1,Q1,1,T1,False
2024-03-12,20240312,2024,72,12,2,terça-feira,11,3,2024-03,Março,1,Q1,1,T1,False
2024-03-13,20240313,2024,73,13,3,quarta-feira,11,3,2024-03,Março,1,Q1,1,T1,False
2024-03-14,20240314,2024,74,14,4,quinta-feira,11,3,2024-03,Março,1,Q1,1,T1,False
2024-03-15,20240315,2024,75,15,5,sexta-feira,11,3,2024-03,Março,1,Q1,1,T1,False
2024-03-16,20240316,2024,76,16,6,sábado,11,3,2024-03,Março,1,Q1,1,T1,True
2024-03-17,20240317,2024,77,17,7,domingo,11,3,2024-03,Março,1,Q1,1,T1,True
2024-03-18,20240318,2024,78,18,1,segunda-feira,12,3,2024-03,Março,1,Q1,1,T1,False
2024-03-19,20240319,2024,79,19,2,terça-feira,12,3,2024-03,Março,1,Q1,1,T1,False
2024-03-20,20240320,2024,80,20,3,quarta-feira,12,3,2024-03,Março,1,Q1,1,T1,False
2024-03-21,20240321,2024,81,21,4,quinta-feira,12,3,2024-03,Março,1,Q1,1,T1,False
2024-03-22,20240322,2024,82,22,5,sexta-feira,12,3,2024-03,Março,1,Q1,1,T1,False
2024-03-23,20240323,2024,83,23,6,sábado,12,3,2024-03,Março,1,Q1,1,T1,True
2024-03-24,20240324,2024,84,24,7,domingo,12,3,2024-03,Março,1,Q1,1,T1,True
2024-03-25,20240325,2024,85,25,1,segunda-feira,13,3,2024-03,Março,1,Q1,1,T1,False
2024-03-26,20240326,2024,86,26,2,terça-feira,13,3,2024-03,Março,1,Q1,1,T1,False
2024-03-27,20240327,2024,87,27,3,quarta-feira,13,3,2024-03,Março,1,Q1,1,T1,False
2024-03-28,20240328,2024,88,28,4,quinta-feira,13,3,2024-03,Março,1,Q1,1,T1,False
2024-03-29,20240329,2024,89,29,5,sexta-feira,13,3,2024-03,Março,1,Q1,1,T1,False
2024-03-30,20240330,2024,90,30,6,sábado,13,3,2024-03,Março,1,Q1,1,T1,True
2024-03-31,20240331,2024,91,31,7,domingo,13,3,2024-03,Março,1,Q1,1,T1,True
2024-04-01,20240401,2024,92,1,1,segunda-feira,14,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-02,20240402,2024,93,2,2,terça-feira,14,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-03,20240403,2024,94,3,3,quarta-feira,14,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-04,20240404,2024,95,4,4,quinta-feira,14,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-05,20240405,2024,96,5,5,sexta-feira,14,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-06,20240406,2024,97,6,6,sábado,14,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-07,20240407,2024,98,7,7,domingo,14,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-08,20240408,2024,99,8,1,segunda-feira,15,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-09,20240409,2024,100,9,2,terça-feira,15,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-10,20240410,2024,101,10,3,quarta-feira,15,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-11,20240411,2024,102,11,4,quinta-feira,15,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-12,20240412,2024,103,12,5,sexta-feira,15,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-13,20240413,2024,104,13,6,sábado,15,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-14,20240414,2024,105,14,7,domingo,15,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-15,20240415,2024,106,15,1,segunda-feira,16,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-16,20240416,2024,107,16,2,terça-feira,16,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-17,20240417,2024,108,17,3,quarta-feira,16,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-18,20240418,2024,109,18,4,quinta-feira,16,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-19,20240419,2024,110,19,5,sexta-feira,16,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-20,20240420,2024,111,20,6,sábado,16,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-21,20240421,2024,112,21,7,domingo,16,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-22,20240422,2024,113,22,1,segunda-feira,17,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-23,20240423,2024,114,23,2,terça-feira,17,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-24,20240424,2024,115,24,3,quarta-feira,17,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-25,20240425,2024,116,25,4,quinta-feira,17,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-26,20240426,2024,117,26,5,sexta-feira,17,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-27,20240427,2024,118,27,6,sábado,17,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-28,20240428,2024,119,28,7,domingo,17,4,2024-04,Abril,2,Q2,1,T2,True
2024-04-29,20240429,2024,120,29,1,segunda-feira,18,4,2024-04,Abril,2,Q2,1,T2,False
2024-04-30,20240430,2024,121,30,2,terça-feira,18,4,2024-04,Abril,2,Q2,1,T2,False
2024-05-01,20240501,2024,122,1,3,quarta-feira,18,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-02,20240502,2024,123,2,4,quinta-feira,18,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-03,20240503,2024,124,3,5,sexta-feira,18,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-04,20240504,2024,125,4,6,sábado,18,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-05,20240505,2024,126,5,7,domingo,18,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-06,20240506,2024,127,6,1,segunda-feira,19,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-07,20240507,2024,128,7,2,terça-feira,19,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-08,20240508,2024,129,8,3,quarta-feira,19,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-09,20240509,2024,130,9,4,quinta-feira,19,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-10,20240510,2024,131,10,5,sexta-feira,19,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-11,20240511,2024,132,11,6,sábado,19,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-12,20240512,2024,133,12,7,domingo,19,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-13,20240513,2024,134,13,1,segunda-feira,20,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-14,20240514,2024,135,14,2,terça-feira,20,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-15,20240515,2024,136,15,3,quarta-feira,20,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-16,20240516,2024,137,16,4,quinta-feira,20,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-17,20240517,2024,138,17,5,sexta-feira,20,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-18,20240518,2024,139,18,6,sábado,20,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-19,20240519,2024,140,19,7,domingo,20,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-20,20240520,2024,141,20,1,segunda-feira,21,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-21,20240521,2024,142,21,2,terça-feira,21,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-22,20240522,2024,143,22,3,quarta-feira,21,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-23,20240523,2024,144,23,4,quinta-feira,21,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-24,20240524,2024,145,24,5,sexta-feira,21,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-25,20240525,2024,146,25,6,sábado,21,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-26,20240526,2024,147,26,7,domingo,21,5,2024-05,Maio,2,Q2,1,T2,True
2024-05-27,20240527,2024,148,27,1,segunda-feira,22,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-28,20240528,2024,149,28,2,terça-feira,22,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-29,20240529,2024,150,29,3,quarta-feira,22,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-30,20240530,2024,151,30,4,quinta-feira,22,5,2024-05,Maio,2,Q2,1,T2,False
2024-05-31,20240531,2024,152,31,5,sexta-feira,22,5,2024-05,Maio,2,Q2,1,T2,False
2024-06-01,20240601,2024,153,1,6,sábado,22,6,2024-06,Junho,2,Q2,1,T2,True
2024-06-02,20240602,2024,154,2,7,domingo,22,6,2024-06,Junho,2,Q2,1,T2,True
2024-06-03,20240603,2024,155,3,1,segunda-feira,23,6,2024-06,Junho,2,Q2,1,T2,False
2024-06-04,20240604,2024,156,4,2,terça-feira,23,6,2024-06,Junho,2,Q2,1,T2,False
2024-06-05,20240605,2024,157,5,3,quarta-feira,23,6,2024-06,Junho,2,Q2,1,T2,False
2024-06-06,20240606,2024,158,6,4,quinta-feira,23,6,2024-06,Junho,2,Q2,1,T2,False
2024-06-07,20240607,2024,159,7,5,sexta-feira,23,6,2024-06,Junho,2,Q2,1,T2,False
2024-06-08,20240608,2024,160,8,6,sábado,23,6,2024-06,Junho,2,Q2,1,T2,True
2024-06-09,20240609,2024,161,9,7,domingo,23,6,2024-06,Junho,2,Q2,1,T2,True
2024-06-10,20240610,2024,162,10,1,segunda-feira,24,6,2024-06,Junho,2,Q2,1,T2,False
